WHEAT AREA (1000 ha),WHEAT PRODUCTION (1000 tons),WHEAT YIELD (Kg per ha)
201.93,664.13,3288.91
195.61,527.47,2696.54
145,456,3144.83
158,428,2708.86
170,528,3105.88
76.9,217.09,2823.02
108,35,324.07
114,81,710.53
157.6,78,494.92
178.2,81.9,459.6
167.1,108,646.32
191.7,130.3,679.71
159.2,112.1,704.15
159.1,133.1,836.58
144.7,90.5,625.43
183.9,119.7,650.9
156.6,86.7,553.64
192.3,123.5,642.23
212.1,165.7,781.24
137.8,66.3,481.13
151.1,60.3,399.07
157.7,143.4,909.32
179.2,152.8,852.68
178.1,135.4,760.25
186.7,99.1,530.8
191.1,175.6,918.89
160,120,750
163,165,1012.27
193.2,145,750.52
143.6,64.7,450.56
182.2,171.8,942.92
186.9,162.9,871.59
196.8,200.1,1016.77
201.2,223,1108.35
177.3,181,1020.87
191.4,201.9,1054.86
193.6,225.8,1166.32
198.8,268.5,1350.6
205.5,261,1270.07
212.5,267.5,1258.82
190.9,234.9,1230.49
188.8,262.5,1390.36
152.9,103,673.64
187.3,229.8,1226.91
194.27,223.55,1150.72
183.59,258.09,1405.8
197.23,271.6,1377.07
184.2,239.3,1299.13
189.8,291.4,1535.3
188.4,300.4,1594.48
199.2,380.9,1912.15
229.3,476.3,2077.19
239.56,751.74,3138
260.43,769.02,2952.89
269,824,3063.2
304,931,3062.5
295,914,3098.31
255.81,886.02,3463.59
21,7,333.33
34,25,735.29
45.7,32,700.22
46.9,23,490.41
47.3,34.9,737.84
49.7,36,724.35
46,33.3,723.91
37.8,23.9,632.28
34.1,30,879.77
40,32.6,815
38.6,32.7,847.15
43.5,35.1,806.9
43.8,41.7,952.05
34.8,15.6,448.28
43.6,52.3,1199.54
42.5,45.5,1070.59
40.6,45.4,1118.23
44.6,53,1188.34
42.4,72.6,1712.26
42.6,54.1,1269.95
37,66,1783.78
48,56,1166.67
44.3,57.5,1297.97
44.5,65.6,1474.16
46.4,73.5,1584.05
48.6,96.8,1991.77
49.2,110.3,2241.87
51.2,121.4,2371.09
47.4,95.3,2010.55
46.4,93.6,2017.24
52.7,122,2314.99
49,80.8,1648.98
75.1,165,2197.07
70.4,186.8,2653.41
65.3,160.9,2464.01
67.9,170.1,2505.15
67.3,128.3,1906.39
73.5,180.9,2461.22
68.46,139.14,2032.43
73.57,158.81,2158.62
97.52,169.24,1735.44
88.5,151.8,1715.25
117.6,229.4,1950.68
123.9,290.8,2347.05
130.3,260.2,1996.93
123.9,346.1,2793.38
136.96,408.54,2982.91
136.12,408.33,2999.78
166,437,2632.53
179,531,2966.48
146,494,3383.56
120.8,399,3302.98
43,24,558.14
64,47,734.38
63.5,42,661.42
71.7,47.7,665.27
75.5,65.3,864.9
87.9,72.3,822.53
89.2,73.3,821.75
72.1,61.5,852.98
78,86.7,1111.54
94.3,92.9,985.15
99.7,126,1263.79
110.2,158.1,1434.66
115.7,160.8,1389.8
104.7,145.2,1386.82
101.7,150.3,1477.88
91.6,137.8,1504.37
96.9,174.2,1797.73
105,198.8,1893.33
104,228.7,2199.04
95.5,201,2104.71
110,269,2445.45
106,221.8,2092.45
102.6,430.7,4197.86
94.6,247.1,2612.05
92.4,245.8,2660.17
87.6,248.5,2836.76
97,257.4,2653.61
100.2,241.3,2408.18
107.6,298.6,2775.09
106.1,283.1,2668.24
106.8,327.8,3069.29
123.3,343.4,2785.08
193.22,477.6,2471.79
123,329,2674.8
119.4,331.3,2774.71
106.3,272.3,2561.62
83.8,178.7,2132.46
111.1,319.8,2878.49
102.71,286.01,2784.64
102.7,303.19,2952.19
113.63,307.35,2704.83
120.7,253.2,2097.76
120.6,279.1,2314.26
128.6,323.8,2517.88
165.7,395.3,2385.64
155.3,413.9,2665.16
181.39,736.65,4061.14
191.33,709.09,3706.11
207,680,3285.02
181,774,4276.24
202,807,3995.05
183,752.79,4113.61
44,28,636.36
57,56,982.46
65.2,56,858.9
69.9,62,886.98
71.2,77.3,1085.67
74.8,95.9,1282.09
71.4,76.3,1068.63
65.5,75.6,1154.2
72.6,117.7,1621.21
83.8,108,1288.78
85.8,130,1515.15
93.3,119.8,1284.03
95.6,133.4,1395.4
80.2,78.4,977.56
86.9,109.7,1262.37
78,120.3,1542.31
81.5,119.3,1463.8
89.8,142.5,1586.86
96.1,150,1560.87
90,158.6,1762.22
88,164,1863.64
90,167,1855.56
90.8,162.3,1787.44
85.1,159.5,1874.27
85.4,208.9,2446.14
88.9,209,2350.96
88.7,166.4,1875.99
85.5,192.2,2247.95
83.8,181.3,2163.48
82.5,204,2472.73
84.9,226,2661.96
85.3,183.9,2155.92
84.3,152.8,1812.57
88.1,183.8,2086.27
76.3,98.4,1289.65
81.3,182.9,2249.69
68.8,118.1,1716.57
76.2,151,1981.63
70.68,133.32,1886.25
71.71,141.9,1978.8
72.28,133.42,1845.88
73.9,102.5,1387.01
84.1,177.9,2115.34
84.6,214.2,2531.91
89.9,185.2,2060.07
77.7,163.3,2101.67
94.92,358.42,3776.02
104.18,370.23,3553.75
139,552,3971.22
134,511,3813.43
145,582,4013.79
110.4,466.11,4222.01
56,30,535.71
68,43,632.35
76.4,53,693.72
82.9,96.9,1168.88
84.1,95.1,1130.8
85.9,105.1,1223.52
64.5,28.9,448.06
75.8,58.9,777.04
53.5,25.8,482.24
66.2,45.7,690.33
63.2,62.4,987.34
77.2,80.9,1047.93
82.1,89.1,1085.26
71.4,78.4,1098.04
74.8,97.9,1308.82
74.1,93.7,1264.51
73.2,115.5,1577.87
76.1,83.9,1102.5
80.2,141.2,1760.6
71.4,91.2,1277.31
62,106,1709.68
63,83,1317.46
79.5,164.8,2072.96
66,136.2,2063.64
84.8,218.4,2575.47
65.7,197.3,3003.04
56.6,87.7,1549.47
98.5,195.1,1980.71
98.8,282.1,2855.26
96.3,266.2,2764.28
102,314.1,3079.41
115.7,274.2,2369.92
121.84,336.7,2763.46
128.9,283.1,2196.28
50.6,87.3,1725.3
83.9,115.9,1381.41
66.9,104.6,1563.53
116.1,287.2,2473.73
117.17,304.86,2601.86
62.05,93.67,1509.59
132.34,332.63,2513.45
126.7,244.3,1928.18
57.9,134.4,2321.24
101.5,220.1,2168.47
107.9,271.3,2514.37
105.9,252.7,2386.21
118.43,582.82,4921.22
115.88,347.11,2995.43
122,490,4016.39
124,548,4419.35
130,560,4307.69
110.4,465.12,4213.04
28,13,464.29
29,18,620.69
38.9,24,616.97
45.9,28.9,629.63
42.9,32.8,764.57
52.3,38.4,734.23
36.8,23.7,644.02
52.2,42.4,812.26
32.2,32.8,1018.63
37.2,33.3,895.16
35.4,31.3,884.18
40.6,34.5,849.75
45.2,45.6,1008.85
31.7,27.8,876.97
36.1,36.1,1000
35.3,39.8,1127.48
36.5,44.6,1221.92
33.7,39,1157.27
34,49.2,1447.06
28,33.7,1203.57
28,42,1500
34,51,1500
37.3,72.9,1954.42
33.9,69.7,2056.05
45,98.4,2186.67
40.4,91,2252.48
46.6,99.2,2128.76
57.7,147.1,2549.39
63.4,170.9,2695.58
62.3,183.2,2940.61
60.9,188.1,3088.67
87.3,243.7,2791.52
90.97,240.8,2647.03
81.5,263.1,3228.22
19,46.3,2436.84
26.8,50,1865.67
13.3,31.8,2390.98
60.3,182.4,3024.88
70.53,203.81,2889.69
45.31,134.48,2968
83.13,245.06,2947.91
78.5,228.9,2915.92
63.2,196.4,3107.59
74.3,218.3,2938.09
68.7,276.8,4029.11
75,309.4,4125.33
103.54,306.44,2959.63
123.11,327.38,2659.25
91,262,2879.12
105,357,3400
109,369,3385.32
110.4,395.23,3579.98
54,24,444.44
67,32,477.61
91.2,76,833.33
105.9,71.2,672.33
95.3,107.8,1131.16
111.2,139.2,1251.8
63.9,39.1,611.89
110.8,69.5,627.26
47,31.4,668.09
71.6,37.7,526.54
69,57.3,830.43
82.6,71,859.56
95.2,80.1,841.39
69.5,62,892.09
69.3,70.5,1017.32
71.9,85.8,1193.32
68.8,84.3,1225.29
67.5,62.3,922.96
69.2,85.7,1238.44
66.2,92.4,1395.77
59,94,1593.22
65,132,2030.77
79.1,129.3,1634.64
58.7,102.7,1749.57
97.8,309.8,3167.69
88.9,211,2373.45
82.2,155.5,1891.73
111.4,252.1,2263.02
123.8,301.9,2438.61
119,278.5,2340.34
121.1,327.7,2706.03
166.2,437.3,2631.17
177.67,452.4,2546.29
189.4,555.6,2933.47
36.9,54,1463.41
55.7,62.9,1129.26
46.1,62.2,1349.24
131,223.4,1705.34
148.77,345.59,2322.98
69.77,122.44,1754.91
183.17,548.85,2996.4
191,341.1,1785.86
98.8,184.3,1865.38
128.9,318.6,2471.68
135.1,237.8,1760.18
140.6,375,2667.14
204.84,622.91,3040.96
276.23,791.38,2864.93
190,586,3084.21
252,881,3496.03
271,1029,3797.05
220.6,935.79,4242.02
24,12,500
37,26,702.7
33.6,20,595.24
52.6,46.8,889.73
58,52.2,900
70.6,63,892.35
47.4,53.9,1137.13
80.5,93.9,1166.46
53.8,72.9,1355.02
56.6,68.3,1206.71
59.1,79.9,1351.95
57.6,104.6,1815.97
64.8,106.4,1641.98
50.1,61.7,1231.54
44.1,86.3,1956.92
38.9,74.4,1912.6
53.5,81.6,1525.23
60.9,109.8,1802.96
58.5,115.4,1972.65
72.2,146.3,2026.32
60.1,97,1613.98
46.4,97,2090.52
53.4,129.2,2419.48
50.7,127.2,2508.88
63.1,194,3074.49
60.7,164.8,2714.99
71.7,156.4,2181.31
64.3,144.1,2241.06
85.2,261.4,3068.08
72.8,176.2,2420.33
83.5,189.5,2269.46
96.8,283.6,2929.75
96.47,202,2093.92
98.4,314.7,3198.17
39.4,86.2,2187.82
56.5,147.8,2615.93
22.9,43.5,1899.56
42,106.5,2535.71
76.91,208.77,2714.47
50.31,116.05,2306.7
110.74,280.35,2531.61
89,190.2,2137.08
82.2,201.5,2451.34
92.9,218.7,2354.14
95.9,214.8,2239.83
110.1,330.8,3004.54
129.07,521.77,4042.53
167.33,675.51,4036.99
153,566,3699.35
147,525,3571.43
147,582,3959.18
125.7,520.38,4139.86
37,25,675.68
47,30,638.3
55.7,27,484.74
60.9,49,804.6
66,64.5,977.27
75.6,67.5,892.86
52.2,34.5,660.92
60.8,68.4,1125
38.7,32.8,847.55
60.7,45.8,754.53
49.5,39.8,804.04
57.5,48.3,840
63.2,52.9,837.03
50.9,42.2,829.08
52.7,53.1,1007.59
52.3,57,1089.87
56.5,72,1274.34
54.8,84.1,1534.67
52.2,61.2,1172.41
50.6,69.2,1367.59
45,62,1377.78
45,56,1244.44
50.8,85.7,1687.01
31,49.5,1596.77
71.7,138.9,1937.24
57.6,130.2,2260.42
40.6,77.8,1916.26
82,181,2207.32
87,185.4,2131.03
76.4,162.6,2128.27
84.8,196.7,2319.58
108.9,235.3,2160.7
114.19,207.7,1818.9
120.1,282.3,2350.54
43.3,68.5,1581.99
73.3,146.2,1994.54
66.4,122.1,1838.86
99.4,218.8,2201.21
102.11,225.36,2207.03
75.76,155.63,2054.25
105.15,270.93,2576.6
118.7,215,1811.29
101.3,211,2082.92
99.1,247.9,2501.51
137.3,247.5,1802.62
140,375,2678.57
169.54,550.85,3249.09
192.24,442.05,2299.47
148,494,3337.84
188,770,4095.74
176,650,3693.18
170.96,700.94,4100.02
64,29,453.13
70,47,671.43
82.2,58,705.6
84.4,91.3,1081.75
87.5,79.6,909.71
88.2,102.4,1161
75.7,54.1,714.66
82.1,66.4,808.77
62.4,37,592.95
68.5,51.2,747.45
68.9,60.4,876.63
77.5,86,1109.68
80.7,87.4,1083.02
79.7,83,1041.41
78.1,83.3,1066.58
78.7,103,1308.77
70.5,71.9,1019.86
78.5,101.2,1289.17
82.5,102.5,1242.42
47.1,36.1,766.45
54,62,1148.15
58,66,1137.93
69.5,118.5,1705.04
72.3,126.7,1752.42
86.8,182,2096.77
65.7,95,1445.97
73.1,115.7,1582.76
110.1,214.9,1951.86
122.8,291.9,2377.04
101.6,181.4,1785.43
116.4,288.4,2477.66
145.9,296.6,2032.9
161.37,321.1,1989.84
148.7,271.1,1823.13
39.6,48,1212.12
118,135.1,1144.92
81.9,131.7,1608.06
156.4,350.7,2242.33
166.85,341.42,2046.27
93.17,162.7,1746.27
188.42,436.8,2318.23
216.3,500,2311.6
141.2,298.8,2116.15
158.9,354.9,2233.48
193,453.5,2349.74
155.4,379.5,2442.09
166.59,548.04,3289.75
205.4,513.61,2500.54
189,745,3941.8
210,631,3004.76
225,751,3337.78
198.87,692.66,3482.98
2,1,500
5,4,800
4.2,3,714.29
6.2,4.8,774.19
6.7,6.2,925.37
7.4,6.7,905.41
4.3,2.4,558.14
9.2,8.3,902.17
6.4,7.8,1218.75
7.1,7.9,1112.68
8.6,10.7,1244.19
11.1,12.4,1117.12
13.1,19.5,1488.55
13.5,15.9,1177.78
11,17.6,1600
12.5,19,1520
12.5,19.4,1552
14.9,21.5,1442.95
10.8,4.7,435.19
4.2,2.4,571.43
8,12,1500
8,13,1625
16,34.4,2150
15.3,31.8,2078.43
19.9,42.5,2135.68
17.9,28.3,1581.01
36.6,69.8,1907.1
38.5,69.2,1797.4
48,94.6,1970.83
34.8,66.5,1910.92
49.6,111.9,2256.05
49.8,92.5,1857.43
51.35,96.8,1885.1
13.9,25,1798.56
1.5,1.2,800
11,18.1,1645.45
15.8,27,1708.86
30.3,53.7,1772.28
35.18,56.55,1607.45
26.76,48.67,1818.76
38.62,70.91,1836.1
43.2,77.3,1789.35
32.8,58.9,1795.73
37.6,69.4,1845.74
43.1,80.2,1860.79
47.3,96.4,2038.05
56.63,161.59,2853.43
65.04,176.31,2710.79
74,225,3040.54
57,175,3070.18
70,213,3042.86
85,236.27,2779.65
25,16,640
27,23,851.85
29.4,26,884.35
34.1,32.3,947.21
36.6,42.1,1150.27
38.7,31.3,808.79
33.2,30.4,915.66
40.6,44.8,1103.45
30.9,39.6,1281.55
36.6,45.1,1232.24
36.5,36,986.3
37.6,61.1,1625
41.2,53.7,1303.4
44.3,58.4,1318.28
33.1,47.7,1441.09
39.5,57.8,1463.29
28.4,26,915.49
35.6,59.7,1676.97
37.5,109.4,2917.33
25.8,38.7,1500
33.7,47,1394.66
23.4,33,1410.26
45.9,99.6,2169.93
48.2,97.2,2016.6
54.6,125.8,2304.03
49.5,91.1,1840.4
46.1,81,1757.05
60.6,139.9,2308.58
70.3,199.6,2839.26
57.3,154.6,2698.08
68.2,231.3,3391.5
78.2,140.5,1796.68
89.39,175.8,1966.66
81.1,182,2244.14
33.3,62.1,1864.86
47.5,105.6,2223.16
67.8,165.1,2435.1
82.2,210.4,2559.61
83.27,176.87,2124.05
56.95,102.64,1802.28
95.26,220.65,2316.29
104.5,233.7,2236.36
67.7,160.6,2372.23
114.7,274,2388.84
130.1,359.7,2764.8
118.7,454.9,3832.35
136.79,395.79,2893.41
173.05,446.29,2578.97
251,798,3179.28
187,625,3342.25
194,779,4015.46
185.6,693.83,3738.31
17,11,647.06
18,14,777.78
20.2,16,792.08
21.6,18.7,865.74
23,24.2,1052.17
24.1,27.2,1128.63
24.2,21.5,888.43
25.9,31.5,1216.22
22.7,28.8,1268.72
25.6,29.2,1140.63
24.7,31.2,1263.16
24.2,27.9,1152.89
25.2,26.3,1043.65
24.6,20.5,833.33
24,28,1166.67
25.2,30.5,1210.32
24.2,34.6,1429.75
24.3,35.5,1460.91
27.1,45.9,1693.73
23.9,32.9,1376.57
23.5,26,1106.38
20,28,1400
31.3,42.1,1345.05
32.4,43,1327.16
39.5,71.8,1817.72
34.9,62.7,1796.56
30.1,51.1,1697.67
51.7,102.2,1976.79
59.5,115.2,1936.13
53,89.9,1696.23
57.4,106.2,1850.17
68.3,112.5,1647.14
73.75,123.6,1675.93
80.4,144.2,1793.53
24.1,33.1,1373.44
44.5,70.9,1593.26
57.4,96.6,1682.93
62.8,105.6,1681.53
65.68,90.19,1373.17
63.3,109.79,1734.44
69.45,126.58,1822.61
75.3,127.8,1697.21
75.9,135.8,1789.2
82.8,139.5,1684.78
93.2,179.6,1927.04
97.3,242.8,2495.38
116.57,394.81,3386.89
128.37,282.86,2203.47
62,187,3016.13
129,308,2387.6
144,560,3888.89
163.5,607.73,3717
115,81,704.35
141,101,716.31
182.1,109,598.57
196.4,135.2,688.39
209.8,147.2,701.62
218.1,153.9,705.64
169.7,106.5,627.58
170.9,145.3,850.2
146.3,114,779.22
170,123.2,724.71
165,105.7,640.61
168.6,161.2,956.11
210.5,164.8,782.9
182,139.7,767.58
180,143.6,797.78
180.5,169.3,937.95
182,248.4,1364.84
192.4,218.4,1135.14
194.9,153.5,787.58
200.3,201.9,1007.99
194,216,1113.4
182,199,1093.41
192.2,245.2,1275.75
161.8,188.4,1164.4
191.4,305.8,1597.7
177.1,264.4,1492.94
171.1,227,1326.71
206.2,318.3,1543.65
203.3,346.1,1702.41
205.6,352.6,1714.98
222.6,427.8,1921.83
236.4,404.5,1711.08
239.9,473.4,1973.32
243.4,458.1,1882.09
137,258.8,1889.05
204.1,381.9,1871.14
191.2,321.7,1682.53
222.8,455,2042.19
237.83,500.29,2103.56
214.78,395.24,1840.21
232.35,490.94,2112.93
233.6,309.1,1323.2
220.5,353.6,1603.63
264.1,548.2,2075.73
279.5,454.7,1626.83
304.2,971,3191.98
319.81,751.75,2350.61
330.36,861.16,2606.73
326,1080,3312.88
330,1148,3478.79
337,1148,3406.53
278.4,932.95,3351.11
120,69,575
128,102,796.88
157.9,111,702.98
166.4,114.9,690.5
171.5,118.9,693.29
176.4,281.8,1597.51
160.3,139.9,872.74
142.3,119,836.26
136.8,156.3,1142.54
149.2,110.8,742.63
147.7,105,710.9
155.5,156.6,1007.07
159.9,152.9,956.22
149.2,110,737.27
153.4,153.6,1001.3
157.8,139.5,884.03
158.3,167.2,1056.22
162.8,167,1025.8
147.9,132.6,896.55
166.5,159.5,957.96
167,143,856.29
168,219,1303.57
175.1,207.7,1186.18
175,203.1,1160.57
163.2,237.4,1454.66
164.8,209.1,1268.81
169.8,176.6,1040.05
173.1,226.7,1309.65
172.7,214.4,1241.46
165.6,212.1,1280.8
180,256.1,1422.78
182.1,196.2,1077.43
213.5,317.5,1487.12
179.8,255.4,1420.47
172.3,224.1,1300.64
171,242.9,1420.47
173.1,271.4,1567.88
177.5,277.1,1561.13
178.74,279.28,1562.49
178.04,304.53,1710.46
178.36,311.31,1745.4
167.9,203.9,1214.41
168.4,266.9,1584.92
185.3,376.5,2031.84
182.3,278.4,1527.15
214.7,622,2897.07
232.57,788.55,3390.59
241.87,517.1,2137.93
270,917,3396.3
244,770,3155.74
236,771,3266.95
197.6,647.73,3277.99
196,98,500
195,156,800
240.5,176,731.81
257.6,158.7,616.07
251,154.7,616.33
248.7,206,828.31
235.5,166.4,706.58
224.7,219.6,977.3
209.6,217.1,1035.78
242.7,212.5,875.57
227,158.5,698.24
260.7,223.8,858.46
279.8,234.8,839.17
239.9,172.5,719.05
236.2,156.9,664.27
222.1,181.4,816.75
237.3,234.4,987.78
235.4,230.9,980.88
255.3,212.5,832.35
255.5,263.1,1029.75
238,210,882.35
243,295,1213.99
246.7,219.8,890.96
240.7,197.8,821.77
226.7,227.6,1003.97
233.2,238.9,1024.44
238.2,244.9,1028.13
248.9,346,1390.12
230.9,283.1,1226.07
229.3,319.8,1394.68
230.2,331.8,1441.36
236.9,328,1384.55
241.1,365.8,1517.21
233,364.9,1566.09
208.4,283.2,1358.93
201.8,282.7,1400.89
233,308.7,1324.89
211.6,332.9,1573.25
214.48,335.22,1562.94
206.57,312.78,1514.16
213.5,355.79,1666.46
179.9,202.4,1125.07
172.7,259.6,1503.18
198.1,370.4,1869.76
206.9,341.6,1651.04
206.2,402.1,1950.05
254.41,446.26,1754.1
261.28,544.73,2084.85
284,775,2728.87
306,730,2385.62
281,832,2960.85
263,1025.7,3900
50,32,640
53,34,641.51
58.5,14,239.32
61,39.7,650.82
64.7,46.6,720.25
66.6,47,705.71
60.7,33.9,558.48
60.3,49.9,827.53
57.3,44.2,771.38
64.2,43.5,677.57
64.6,39.6,613
71.5,24.3,339.86
68.7,36.4,529.84
69.2,43.1,622.83
57.6,61.9,1074.65
61,52.6,862.3
62,44.5,717.74
64.5,65.6,1017.05
64.7,71.3,1102.01
62.9,56.5,898.25
41,53,1292.68
64.6,65.9,1020.12
66.2,74,1117.82
63.8,71.4,1119.12
75.9,83.2,1096.18
64.8,71.6,1104.94
68.6,88,1282.8
81.7,130.1,1592.41
87.6,149.8,1710.05
87.3,133,1523.48
81.1,123.1,1517.88
99.5,84.9,853.27
85.7,118.8,1386.23
104.2,165.8,1591.17
38.7,49.1,1268.73
84.1,118.5,1409.04
84,96.5,1148.81
87.7,125.2,1427.59
91.14,128.8,1413.21
85.05,133.05,1564.37
93.81,145.02,1545.89
99.1,153.4,1547.93
105.4,168,1593.93
131.3,407,3099.77
116.1,137.3,1182.6
96.4,281,2914.94
117.62,263.37,2239.16
122.8,232,1889.25
178,439,2466.29
158,391,2474.68
128,339,2648.44
104.4,277.91,2661.97
17,7,411.76
31,16,516.13
44.2,27,610.86
46.3,31.1,671.71
52.7,39.7,753.32
59.7,45.9,768.84
41.6,28.7,689.9
58.4,47.8,818.49
28.8,29.7,1031.25
49,43.5,887.76
33.8,58.4,1727.81
43.2,38.9,900.46
54.2,52.9,976.01
26.2,10,381.68
30.8,30.4,987.01
31.3,33.1,1057.51
34.8,36.6,1051.72
41.9,36.1,861.58
39.4,40.9,1038.07
45.3,64.8,1430.46
37,54,1459.46
40,65,1625
45.4,74.1,1632.16
23.8,15.7,659.66
53.6,103.3,1927.24
46,64.2,1395.65
41.9,64.4,1536.99
58.4,109.1,1868.15
60.9,118.2,1940.89
53.4,75.3,1410.11
57.4,107,1864.11
74.2,129.1,1739.89
75.7,146,1928.67
80.1,171.5,2141.07
31.6,40.7,1287.97
39.7,55.4,1395.47
18.6,23.1,1241.94
57,102.7,1801.75
65.31,102.61,1571.12
42.98,59.31,1379.94
69.8,118.21,1693.55
72.3,103.7,1434.3
56.1,85.8,1529.41
77.7,145.3,1870.01
94.1,140.4,1492.03
127.4,282.2,2215.07
165.11,462.59,2801.71
194.1,450.66,2321.79
161,509,3161.49
135,343,2540.74
161,571,3546.58
152,529.72,3485
31,19,612.9
45,36,800
57.5,42,730.43
59.6,41.5,696.31
69.1,69.6,1007.24
77.9,103.8,1332.48
56,49.8,889.29
87.6,92,1050.23
49.6,71.1,1433.47
70.1,91.4,1303.85
54.8,76.5,1395.99
60.2,72.4,1202.66
73,92,1260.27
48.7,58.2,1195.07
47.6,55.6,1168.07
48.1,60.6,1259.88
48.7,78.2,1605.75
53.4,69.3,1297.75
50.4,97.9,1942.46
55.8,92.4,1655.91
49,95,1938.78
51,91,1784.31
56.8,117.6,2070.42
34,64,1882.35
68.1,157,2305.43
61.9,153.1,2473.34
43.4,92.1,2122.12
79.3,218.1,2750.32
78.5,196.8,2507.01
65.8,148.9,2262.92
81.3,203.3,2500.61
100.7,199.4,1980.14
100.7,245.8,2440.91
109.4,285.4,2608.78
27.6,50.3,1822.46
42.8,69.1,1614.49
37.1,56.1,1512.13
77.5,148.3,1913.55
85.38,180.24,2111.03
52.03,93.03,1788.01
86.54,196.8,2274.09
87.5,164.9,1884.57
66,134.8,2042.42
83.9,221.4,2638.86
90.8,182.1,2005.51
99,297.7,3007.07
126.24,260.68,2064.96
166.8,376.83,2259.17
118,362,3067.8
171,552,3228.07
186,636,3419.35
125.8,471.6,3748.81
116,52,448.28
122,69,565.57
128.3,78,607.95
143.5,81.7,569.34
156.9,82.5,525.81
165.3,123.4,746.52
142.5,88.9,623.86
125.5,95.7,762.55
122.6,91.3,744.7
128.7,92.8,721.06
128.1,74.6,582.36
136.1,106.3,781.04
139.3,101.1,725.77
128,114.9,897.66
128.9,128.7,998.45
131.3,103.8,790.56
140.1,113.8,812.28
157,183.6,1169.43
156.4,213.6,1365.73
146.9,163.7,1114.36
153,207,1352.94
156,239,1532.05
163.1,210.3,1289.39
158.7,237.5,1496.53
165.3,261.2,1580.16
167.3,316,1888.82
181.6,325.3,1791.3
197,360.4,1829.44
194.6,404.7,2079.65
190.2,390.4,2052.58
211,436.2,2067.3
234.6,348.9,1487.21
311.32,550.6,1768.6
250.3,569.8,2276.47
236,543.6,2303.39
249.5,622.3,2494.19
254.4,551.5,2167.85
270.3,619.1,2290.42
303.1,688.31,2270.9
317.73,705.21,2219.53
325.01,818.68,2518.94
343.4,1111.2,3235.88
336,977,2907.74
349.2,881.7,2524.91
383.8,1414.7,3686.03
392,1775.3,4528.83
408.29,1596.19,3909.45
408.58,1299.95,3181.63
395,1767,4473.42
432,1766,4087.96
401,1777,4431.42
349.5,1467.18,4197.94
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.1,0.1,1000
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,1000
0,0,0
0,0,0
0,0,0
0.1,0,0
0.1,0.1,1000
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,1000
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0.01,0.01,700
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
0,0,0
